USER;ID; %CPU ;%MEM;VSZ; RSS TTY;STAT START; TIME;  COMMAND
rafaelr+;9694;0.1;1.8 38430256 147980 ?; Sl; 13:03; 0:13;|; \_ /usr/lib/electron19/electron /usr/lib/code/extensions/html-language-features/server/dist/node/htmlServerMain --node-ipc --clientProcessId=7793
rafaelr+; 10106;1.1;1.7 38430256 139548 ?; Sl; 13:11; 1:58;|; \_ /usr/lib/electron19/electron /usr/lib/code/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=7793
rafaelr+; 10431;0.4;1.5 38397472 120968 ?; Sl; 13:19; 0:42;|; \_ /usr/lib/electron19/electron /usr/lib/code/extensions/css-language-features/server/dist/node/cssServerMain --node-ipc --clientProcessId=7793
rafaelr+;7805;0.2;2.3 46894192 192836 ?; Sl; 12:41; 0:25;\_ /usr/lib/electron19/electron --type=renderer --enable-crashpad --crashpad-handler-pid=7728 --enable-crash-reporter=3c914e19-bee1-49d0-8929-120d54b8497b,no_channel --user-data-dir=/home/rafaelraposo/.config/Code - OSS --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file --bypasscsp-schemes --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --streaming-schemes --app-path=/usr/lib/code --no-sandbox --no-zygote --node-integration-in-worker --lang=pt-BR --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=5 --launch-time-ticks=7609403852 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,17835353259725269364,14001851023465754864,131072 --disable-features=CalculateNativeWinOcclusion,SpareRendererForSitePerProcess --vscode-window-config=vscode:1d25b044-064e-4580-bc21-dac7107e44fc --vscode-window-kind=shared-process --enable-crashpad
rafaelr+;7819;0.0;1.3 38430532 108220 ?; Sl; 12:41; 0:01;\_ /usr/lib/electron19/electron /usr/lib/code/out/bootstrap-fork --type=ptyHost --logsPath /home/rafaelraposo/.config/Code - OSS/logs/20221103T124115
rafaelr+;7839;0.0;1.3 38446852 108612 ?; Sl; 12:41; 0:01;\_ /usr/lib/electron19/electron /usr/lib/code/out/bootstrap-fork --type=fileWatcher
rafaelr+;7728;0.0;0.0 33569380 4092 ?; Sl; 12:41; 0:00 /usr/lib/electron19/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/rafaelraposo/.config/Code - OSS/Crashpad --annotation=_companyName=Microsoft --annotation=_productName=Code - OSS --annotation=_version=1.72.1 --annotation=lsb-release=Arch Linux --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=19.0.13 --initial-client-fd=66 --shared-client-connection
rafaelr+; 15050;0.2;1.6 1088204 132520 ?;Sl; 15:48; 0:01 alacritty
rafaelr+; 15062;0.0;0.0;10196;6392 pts/0;Ss; 15:48; 0:00;\_ /usr/bin/zsh
rafaelr+; 15087;4.5;0.0; 9856;6344 pts/0;S+; 15:49; 0:23;\_ htop
rafaelr+; 15341;0.4;1.7 1086240 137444 ?;Sl; 15:54; 0:01 alacritty
rafaelr+; 15353;0.1;0.0;10604;6968 pts/1;Ss; 15:54; 0:00;\_ /usr/bin/zsh
rafaelr+; 15827;0.0;0.0;10452;3920 pts/1;R+; 15:57; 0:00;\_ ps auxf
