cpu;ram;disco;temp
915.2;1.6;3.2;41.0
826.3;1.6;3.2;41.0
895.1;1.6;3.2;41.0
791.4;1.6;3.2;41.0
794.0;1.6;3.2;41.0
1099.3;1.6;3.2;41.0
807.8;1.6;3.2;41.0
808.0;1.6;3.2;41.0
797.0;1.6;3.2;41.0
753.5;1.6;3.2;41.0
621.9;1.6;3.2;41.0
924.2;1.6;3.2;41.0
817.5;1.6;3.2;41.0
845.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
834.5;1.6;3.2;41.0
813.1;1.6;3.2;41.0
826.0;1.6;3.2;41.0
899.4;1.6;3.2;41.0
816.6;1.6;3.2;41.0
1108.5;1.6;3.2;41.0
801.3;1.6;3.2;41.0
791.0;1.6;3.2;41.0
909.0;1.6;3.2;41.0
899.3;1.6;3.2;41.0
794.4;1.6;3.2;41.0
801.9;1.6;3.2;41.0
899.2;1.6;3.2;41.0
787.2;1.6;3.2;41.0
798.4;1.6;3.2;41.0
899.2;1.6;3.2;41.0
830.5;1.6;3.2;41.0
809.5;1.6;3.2;41.0
994.1;1.6;3.2;41.0
949.6;1.6;3.2;41.0
799.1;1.6;3.2;41.0
792.2;1.6;3.2;41.0
819.4;1.6;3.2;41.0
899.2;1.6;3.2;41.0
829.4;1.6;3.2;41.0
1036.4;1.6;3.2;41.0
930.0;1.6;3.2;41.0
1174.4;1.6;3.2;41.0
828.8;1.6;3.2;41.0
923.0;1.6;3.2;41.0
821.3;1.6;3.2;41.0
1157.9;1.6;3.2;41.0
899.5;1.6;3.2;41.0
899.2;1.6;3.2;41.0
809.3;1.6;3.2;41.0
855.6;1.6;3.2;41.0
815.5;1.6;3.2;41.0
1099.2;1.6;3.2;41.0
1000.3;1.6;3.2;41.0
799.0;1.6;3.2;41.0
811.4;1.6;3.2;41.0
802.7;1.6;3.2;41.0
899.3;1.6;3.2;41.0
807.6;1.6;3.2;41.0
805.3;1.6;3.2;41.0
910.9;1.6;3.2;41.0
801.7;1.6;3.2;41.0
916.3;1.6;3.2;41.0
1298.4;1.6;3.2;41.0
858.7;1.6;3.2;41.0
899.2;1.6;3.2;41.0
898.4;1.6;3.2;41.0
801.5;1.6;3.2;41.0
1205.3;1.6;3.2;41.0
808.7;1.6;3.2;41.0
905.2;1.6;3.2;41.0
817.7;1.6;3.2;41.0
822.1;1.6;3.2;41.0
803.9;1.6;3.2;41.0
790.0;1.6;3.2;41.0
699.3;1.6;3.2;41.0
699.3;1.6;3.2;41.0
804.6;1.6;3.2;41.0
793.4;1.6;3.2;41.0
989.3;1.6;3.2;41.0
800.6;1.6;3.2;41.0
1005.6;1.6;3.2;41.0
773.3;1.6;3.2;41.0
821.0;1.6;3.2;41.0
727.3;1.6;3.2;41.0
820.4;1.6;3.2;41.0
798.9;1.6;3.2;41.0
784.0;1.6;3.2;41.0
899.3;1.6;3.2;41.0
801.7;1.6;3.2;41.0
796.7;1.6;3.2;41.0
899.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
793.2;1.6;3.2;41.0
701.4;1.6;3.2;41.0
836.3;1.6;3.2;41.0
846.8;1.6;3.2;41.0
956.5;1.6;3.2;41.0
937.8;1.6;3.2;41.0
796.2;1.6;3.2;41.0
791.2;1.6;3.2;41.0
803.0;1.6;3.2;41.0
825.2;1.6;3.2;41.0
791.4;1.6;3.2;41.0
802.6;1.6;3.2;41.0
699.3;1.6;3.2;41.0
987.2;1.6;3.2;41.0
897.7;1.6;3.2;41.0
820.2;1.6;3.2;41.0
699.2;1.6;3.2;41.0
695.2;1.6;3.2;41.0
818.2;1.6;3.2;41.0
833.5;1.6;3.2;41.0
910.8;1.6;3.2;41.0
905.7;1.6;3.2;41.0
1002.2;1.6;3.2;41.0
932.9;1.6;3.2;41.0
699.3;1.6;3.2;41.0
958.4;1.6;3.2;41.0
1056.0;1.6;3.2;41.0
769.2;1.6;3.2;41.0
796.3;1.6;3.2;41.0
800.3;1.6;3.2;41.0
989.6;1.6;3.2;41.0
823.4;1.6;3.2;41.0
899.3;1.6;3.2;41.0
736.2;1.6;3.2;41.0
908.8;1.6;3.2;41.0
826.4;1.6;3.2;41.0
800.6;1.6;3.2;41.0
798.4;1.6;3.2;41.0
699.3;1.6;3.2;41.0
1028.5;1.6;3.2;41.0
839.0;1.6;3.2;41.0
1217.6;1.6;3.2;41.0
803.3;1.6;3.2;41.0
742.6;1.6;3.2;41.0
899.3;1.6;3.2;41.0
858.4;1.6;3.2;41.0
965.1;1.6;3.2;41.0
975.1;1.6;3.2;41.0
899.2;1.6;3.2;41.0
796.4;1.6;3.2;41.0
899.3;1.6;3.2;41.0
804.5;1.6;3.2;41.0
1116.3;1.6;3.2;41.0
795.9;1.6;3.2;41.0
730.4;1.6;3.2;41.0
998.7;1.6;3.2;41.0
899.2;1.6;3.2;41.0
812.6;1.6;3.2;41.0
847.0;1.6;3.2;41.0
793.8;1.6;3.2;41.0
801.9;1.6;3.2;41.0
899.2;1.6;3.2;41.0
1207.8;1.6;3.2;41.0
990.5;1.6;3.2;41.0
1098.5;1.6;3.2;41.0
1005.7;1.6;3.2;41.0
699.3;1.6;3.2;41.0
801.6;1.6;3.2;41.0
923.2;1.6;3.2;41.0
917.5;1.6;3.2;41.0
809.9;1.6;3.2;41.0
815.5;1.6;3.2;41.0
869.2;1.6;3.2;41.0
1114.6;1.6;3.2;41.0
899.7;1.6;3.2;41.0
1023.3;1.6;3.2;41.0
1007.4;1.6;3.2;41.0
899.2;1.6;3.2;41.0
899.2;1.6;3.2;41.0
1000.6;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.3;1.6;3.2;41.0
783.5;1.6;3.2;41.0
794.8;1.6;3.2;41.0
922.6;1.6;3.2;41.0
910.3;1.6;3.2;41.0
953.6;1.6;3.2;41.0
837.5;1.6;3.2;41.0
810.5;1.6;3.2;41.0
824.2;1.6;3.2;41.0
1022.3;1.6;3.2;41.0
822.9;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.4;1.6;3.2;41.0
825.1;1.6;3.2;41.0
1146.3;1.6;3.2;41.0
954.3;1.6;3.2;41.0
828.6;1.6;3.2;41.0
823.8;1.6;3.2;41.0
960.0;1.6;3.2;41.0
734.1;1.6;3.2;41.0
861.6;1.6;3.2;41.0
810.9;1.6;3.2;41.0
783.5;1.6;3.2;41.0
1022.5;1.6;3.2;41.0
813.5;1.6;3.2;41.0
716.6;1.6;3.2;41.0
912.5;1.6;3.2;41.0
699.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
786.3;1.6;3.2;41.0
820.3;1.6;3.2;41.0
1099.2;1.6;3.2;41.0
936.8;1.6;3.2;41.0
789.4;1.6;3.2;41.0
796.7;1.6;3.2;41.0
899.3;1.6;3.2;41.0
740.9;1.6;3.2;41.0
1087.4;1.6;3.2;41.0
899.3;1.6;3.2;41.0
791.4;1.6;3.2;41.0
815.7;1.6;3.2;41.0
704.3;1.6;3.2;41.0
836.9;1.6;3.2;41.0
730.8;1.6;3.2;41.0
785.4;1.6;3.2;41.0
899.2;1.6;3.2;41.0
800.3;1.6;3.2;41.0
797.9;1.6;3.2;41.0
919.7;1.6;3.2;41.0
902.8;1.6;3.2;41.0
999.2;1.6;3.2;41.0
1021.3;1.6;3.2;41.0
821.9;1.6;3.2;41.0
801.2;1.6;3.2;41.0
899.2;1.6;3.2;41.0
793.8;1.6;3.2;41.0
899.3;1.6;3.2;41.0
806.4;1.6;3.2;41.0
900.7;1.6;3.2;41.0
724.2;1.6;3.2;41.0
745.9;1.6;3.2;41.0
809.7;1.6;3.2;41.0
801.7;1.6;3.2;41.0
899.2;1.6;3.2;41.0
983.6;1.6;3.2;41.0
1001.2;1.6;3.2;41.0
1009.5;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.3;1.6;3.2;41.0
808.5;1.6;3.2;41.0
894.3;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
899.2;1.6;3.2;41.0
792.7;1.6;3.2;41.0
834.7;1.6;3.2;41.0
812.4;1.6;3.2;41.0
931.7;1.6;3.2;41.0
826.3;1.6;3.2;41.0
913.6;1.6;3.2;41.0
950.0;1.6;3.2;41.0
815.1;1.6;3.2;41.0
899.3;1.6;3.2;41.0
809.4;1.6;3.2;41.0
1046.6;1.6;3.2;41.0
833.3;1.6;3.2;41.0
927.0;1.6;3.2;41.0
799.0;1.6;3.2;41.0
816.5;1.6;3.2;41.0
805.9;1.6;3.2;41.0
899.3;1.6;3.2;41.0
792.1;1.6;3.2;41.0
791.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
942.4;1.6;3.2;41.0
1026.9;1.6;3.2;41.0
812.1;1.6;3.2;41.0
819.2;1.6;3.2;41.0
619.6;1.6;3.2;41.0
896.0;1.6;3.2;41.0
819.3;1.6;3.2;41.0
899.4;1.6;3.2;41.0
817.2;1.6;3.2;41.0
815.5;1.6;3.2;41.0
804.6;1.6;3.2;41.0
815.3;1.6;3.2;41.0
1177.7;1.6;3.2;41.0
792.9;1.6;3.2;41.0
1007.8;1.6;3.2;41.0
801.2;1.6;3.2;41.0
798.8;1.6;3.2;41.0
798.9;1.6;3.2;41.0
809.3;1.6;3.2;41.0
797.0;1.6;3.2;41.0
907.3;1.6;3.2;41.0
806.2;1.6;3.2;41.0
699.3;1.6;3.2;41.0
720.7;1.6;3.2;41.0
807.7;1.6;3.2;41.0
802.6;1.6;3.2;41.0
812.9;1.6;3.2;41.0
816.8;1.6;3.2;41.0
899.2;1.6;3.2;41.0
805.1;1.6;3.2;41.0
899.3;1.6;3.2;41.0
837.5;1.6;3.2;41.0
802.5;1.6;3.2;41.0
699.3;1.6;3.2;41.0
899.4;1.6;3.2;41.0
924.1;1.6;3.2;41.0
799.7;1.6;3.2;41.0
899.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
822.5;1.6;3.2;41.0
799.9;1.6;3.2;41.0
803.6;1.6;3.2;41.0
808.4;1.6;3.2;41.0
1129.0;1.6;3.2;41.0
1086.7;1.6;3.2;41.0
829.9;1.6;3.2;41.0
924.2;1.6;3.2;41.0
822.8;1.6;3.2;41.0
1116.6;1.6;3.2;41.0
832.3;1.6;3.2;41.0
807.3;1.6;3.2;41.0
749.2;1.6;3.2;41.0
796.9;1.6;3.2;41.0
818.2;1.6;3.2;41.0
1073.8;1.6;3.2;41.0
934.8;1.6;3.2;41.0
944.7;1.6;3.2;41.0
719.2;1.6;3.2;41.0
1029.8;1.6;3.2;41.0
1019.0;1.6;3.2;41.0
1049.1;1.6;3.2;41.0
798.7;1.6;3.2;41.0
730.7;1.6;3.2;41.0
811.7;1.6;3.2;41.0
899.2;1.6;3.2;41.0
699.3;1.6;3.2;41.0
1014.2;1.6;3.2;41.0
809.3;1.6;3.2;41.0
839.4;1.6;3.2;41.0
899.2;1.6;3.2;41.0
784.9;1.6;3.2;41.0
913.7;1.6;3.2;41.0
899.2;1.6;3.2;41.0
904.5;1.6;3.2;41.0
840.0;1.6;3.2;41.0
812.2;1.6;3.2;41.0
899.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
808.4;1.6;3.2;41.0
830.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
812.0;1.6;3.2;41.0
825.4;1.6;3.2;41.0
899.2;1.6;3.2;41.0
787.0;1.6;3.2;41.0
899.2;1.6;3.2;41.0
794.2;1.6;3.2;41.0
699.3;1.6;3.2;41.0
792.6;1.6;3.2;41.0
807.9;1.6;3.2;41.0
821.7;1.6;3.2;41.0
1031.7;1.6;3.2;41.0
844.2;1.6;3.2;41.0
807.5;1.6;3.2;41.0
934.5;1.6;3.2;41.0
716.3;1.6;3.2;41.0
827.9;1.6;3.2;41.0
814.7;1.6;3.2;41.0
1025.3;1.6;3.2;41.0
893.1;1.6;3.2;41.0
798.9;1.6;3.2;41.0
810.3;1.6;3.2;41.0
806.9;1.6;3.2;41.0
899.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
795.1;1.6;3.2;41.0
794.2;1.6;3.2;41.0
806.3;1.6;3.2;41.0
827.2;1.6;3.2;41.0
809.4;1.6;3.2;41.0
796.7;1.6;3.2;41.0
808.3;1.6;3.2;41.0
816.7;1.6;3.2;41.0
1007.2;1.6;3.2;41.0
899.2;1.6;3.2;41.0
820.6;1.6;3.2;41.0
746.6;1.6;3.2;41.0
819.8;1.6;3.2;41.0
799.9;1.6;3.2;41.0
796.6;1.6;3.2;41.0
899.3;1.6;3.2;41.0
800.6;1.6;3.2;41.0
910.2;1.6;3.2;41.0
1013.1;1.6;3.2;41.0
1140.7;1.6;3.2;41.0
795.8;1.6;3.2;41.0
899.2;1.6;3.2;41.0
810.9;1.6;3.2;41.0
812.8;1.6;3.2;41.0
899.3;1.6;3.2;41.0
835.1;1.6;3.2;41.0
807.3;1.6;3.2;41.0
811.4;1.6;3.2;41.0
808.6;1.6;3.2;41.0
975.3;1.6;3.2;41.0
828.7;1.6;3.2;41.0
1037.9;1.6;3.2;41.0
805.1;1.6;3.2;41.0
797.5;1.6;3.2;41.0
848.5;1.6;3.2;41.0
815.2;1.6;3.2;41.0
807.0;1.6;3.2;41.0
1149.2;1.6;3.2;41.0
802.3;1.6;3.2;41.0
794.2;1.6;3.2;41.0
798.6;1.6;3.2;41.0
899.4;1.6;3.2;41.0
801.1;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
997.1;1.6;3.2;41.0
899.2;1.6;3.2;41.0
789.8;1.6;3.2;41.0
855.8;1.6;3.2;41.0
899.2;1.6;3.2;41.0
819.0;1.6;3.2;41.0
899.3;1.6;3.2;41.0
801.4;1.6;3.2;41.0
818.4;1.6;3.2;41.0
796.3;1.6;3.2;41.0
824.1;1.6;3.2;41.0
822.7;1.6;3.2;41.0
803.5;1.6;3.2;41.0
807.2;1.6;3.2;41.0
699.2;1.6;3.2;41.0
857.6;1.6;3.2;41.0
788.6;1.6;3.2;41.0
899.3;1.6;3.2;41.0
789.4;1.6;3.2;41.0
798.9;1.6;3.2;41.0
816.1;1.6;3.2;41.0
783.5;1.6;3.2;41.0
818.7;1.6;3.2;41.0
786.0;1.6;3.2;41.0
699.3;1.6;3.2;41.0
899.3;1.6;3.2;41.0
800.4;1.6;3.2;41.0
741.8;1.6;3.2;41.0
1042.9;1.6;3.2;41.0
1007.8;1.6;3.2;41.0
1009.0;1.6;3.2;41.0
899.3;1.6;3.2;41.0
748.2;1.6;3.2;41.0
796.2;1.6;3.2;41.0
699.2;1.6;3.2;41.0
780.3;1.6;3.2;41.0
999.9;1.6;3.2;41.0
841.9;1.6;3.2;41.0
802.5;1.6;3.2;41.0
801.2;1.6;3.2;41.0
1003.4;1.6;3.2;41.0
1223.7;1.6;3.2;41.0
899.2;1.6;3.2;41.0
1096.1;1.6;3.2;41.0
923.8;1.6;3.2;41.0
788.7;1.6;3.2;41.0
816.3;1.6;3.2;41.0
699.3;1.6;3.2;41.0
781.4;1.6;3.2;41.0
797.3;1.6;3.2;41.0
812.8;1.6;3.2;41.0
887.1;1.6;3.2;41.0
899.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
799.8;1.6;3.2;41.0
995.6;1.6;3.2;41.0
899.3;1.6;3.2;41.0
802.2;1.6;3.2;41.0
813.1;1.6;3.2;41.0
795.0;1.6;3.2;41.0
899.3;1.6;3.2;41.0
793.3;1.6;3.2;41.0
728.2;1.6;3.2;41.0
791.0;1.6;3.2;41.0
802.7;1.6;3.2;41.0
823.0;1.6;3.2;41.0
826.8;1.6;3.2;41.0
899.3;1.6;3.2;41.0
796.5;1.6;3.2;41.0
899.2;1.6;3.2;41.0
1009.9;1.6;3.2;41.0
991.8;1.6;3.2;41.0
724.2;1.6;3.2;41.0
824.5;1.6;3.2;41.0
830.9;1.6;3.2;41.0
857.3;1.6;3.2;41.0
791.2;1.6;3.2;41.0
792.0;1.6;3.2;41.0
867.5;1.6;3.2;41.0
917.3;1.6;3.2;41.0
791.0;1.6;3.2;41.0
949.3;1.6;3.2;41.0
902.4;1.6;3.2;41.0
1002.0;1.6;3.2;41.0
1109.9;1.6;3.2;41.0
802.8;1.6;3.2;41.0
797.8;1.6;3.2;41.0
783.6;1.6;3.2;41.0
802.1;1.6;3.2;41.0
814.3;1.6;3.2;41.0
999.6;1.6;3.2;41.0
786.9;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
794.3;1.6;3.2;41.0
900.0;1.6;3.2;41.0
925.1;1.6;3.2;41.0
811.6;1.6;3.2;41.0
931.9;1.6;3.2;41.0
807.2;1.6;3.2;41.0
827.7;1.6;3.2;41.0
792.9;1.6;3.2;41.0
692.1;1.6;3.2;41.0
791.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
798.6;1.6;3.2;41.0
808.9;1.6;3.2;41.0
812.8;1.6;3.2;41.0
899.5;1.6;3.2;41.0
786.4;1.6;3.2;41.0
799.8;1.6;3.2;41.0
801.1;1.6;3.2;41.0
963.3;1.6;3.2;41.0
1026.5;1.6;3.2;41.0
919.8;1.6;3.2;41.0
817.0;1.6;3.2;41.0
802.6;1.6;3.2;41.0
1098.5;1.6;3.2;41.0
850.1;1.6;3.2;41.0
825.0;1.6;3.2;41.0
971.2;1.6;3.2;41.0
918.5;1.6;3.2;41.0
930.3;1.6;3.2;41.0
804.4;1.6;3.2;41.0
809.0;1.6;3.2;41.0
898.8;1.6;3.2;41.0
899.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
647.0;1.6;3.2;41.0
790.6;1.6;3.2;41.0
899.7;1.6;3.2;41.0
810.8;1.6;3.2;41.0
803.6;1.6;3.2;41.0
653.6;1.6;3.2;41.0
801.3;1.6;3.2;41.0
789.4;1.6;3.2;41.0
995.8;1.6;3.2;41.0
918.5;1.6;3.2;41.0
874.8;1.6;3.2;41.0
899.2;1.6;3.2;41.0
699.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
791.7;1.6;3.2;41.0
802.4;1.6;3.2;41.0
699.3;1.6;3.2;41.0
788.7;1.6;3.2;41.0
824.7;1.6;3.2;41.0
899.3;1.6;3.2;41.0
946.5;1.6;3.2;41.0
899.2;1.6;3.2;41.0
1022.4;1.6;3.2;41.0
798.2;1.6;3.2;41.0
1006.4;1.6;3.2;41.0
814.6;1.6;3.2;41.0
799.8;1.6;3.2;41.0
806.1;1.6;3.2;41.0
899.2;1.6;3.2;41.0
899.7;1.6;3.2;41.0
847.3;1.6;3.2;41.0
831.3;1.6;3.2;41.0
948.9;1.6;3.2;41.0
838.8;1.6;3.2;41.0
815.3;1.6;3.2;41.0
813.4;1.6;3.2;41.0
998.1;1.6;3.2;41.0
809.6;1.6;3.2;41.0
808.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
807.6;1.6;3.2;41.0
714.2;1.6;3.2;41.0
899.2;1.6;3.2;41.0
798.4;1.6;3.2;41.0
814.1;1.6;3.2;41.0
924.2;1.6;3.2;41.0
789.4;1.6;3.2;41.0
825.4;1.6;3.2;41.0
899.3;1.6;3.2;41.0
1010.3;1.6;3.2;41.0
812.3;1.6;3.2;41.0
699.2;1.6;3.2;41.0
756.3;1.6;3.2;41.0
1096.7;1.6;3.2;41.0
943.8;1.6;3.2;41.0
899.3;1.6;3.2;41.0
1005.4;1.6;3.2;41.0
816.0;1.6;3.2;41.0
805.6;1.6;3.2;41.0
1019.8;1.6;3.2;41.0
809.3;1.6;3.2;41.0
790.5;1.6;3.2;41.0
800.8;1.6;3.2;41.0
899.3;1.6;3.2;41.0
922.8;1.6;3.2;41.0
934.6;1.6;3.2;41.0
1020.5;1.6;3.2;41.0
833.7;1.6;3.2;41.0
822.4;1.6;3.2;41.0
806.7;1.6;3.2;41.0
899.3;1.6;3.2;41.0
918.4;1.6;3.2;41.0
749.6;1.6;3.2;41.0
899.4;1.6;3.2;41.0
865.9;1.6;3.2;41.0
1185.8;1.6;3.2;41.0
862.7;1.6;3.2;41.0
811.9;1.6;3.2;41.0
795.4;1.6;3.2;41.0
817.3;1.6;3.2;41.0
800.7;1.6;3.2;41.0
1098.5;1.6;3.2;41.0
899.2;1.6;3.2;41.0
907.7;1.6;3.2;41.0
1001.1;1.6;3.2;41.0
893.0;1.6;3.2;41.0
820.4;1.6;3.2;41.0
1297.7;1.6;3.2;41.0
898.4;1.6;3.2;41.0
981.8;1.6;3.2;41.0
818.2;1.6;3.2;41.0
803.2;1.6;3.2;41.0
899.2;1.6;3.2;41.0
799.6;1.6;3.2;41.0
808.3;1.6;3.2;41.0
956.3;1.6;3.2;41.0
812.6;1.6;3.2;41.0
893.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
1152.2;1.6;3.2;41.0
837.1;1.6;3.2;41.0
810.2;1.6;3.2;41.0
910.2;1.6;3.2;41.0
893.8;1.6;3.2;41.0
837.6;1.6;3.2;41.0
826.0;1.6;3.2;41.0
810.6;1.6;3.2;41.0
818.1;1.6;3.2;41.0
899.3;1.6;3.2;41.0
815.5;1.6;3.2;41.0
723.8;1.6;3.2;41.0
984.2;1.6;3.2;41.0
816.7;1.6;3.2;41.0
796.4;1.6;3.2;41.0
807.6;1.6;3.2;41.0
818.4;1.6;3.2;41.0
899.2;1.6;3.2;41.0
805.5;1.6;3.2;41.0
985.6;1.6;3.2;41.0
734.5;1.6;3.2;41.0
808.2;1.6;3.2;41.0
699.3;1.6;3.2;41.0
994.3;1.6;3.2;41.0
796.5;1.6;3.2;41.0
899.2;1.6;3.2;41.0
803.4;1.6;3.2;41.0
899.4;1.6;3.2;41.0
815.3;1.6;3.2;41.0
819.5;1.6;3.2;41.0
914.0;1.6;3.2;41.0
899.2;1.6;3.2;41.0
857.4;1.6;3.2;41.0
910.3;1.6;3.2;41.0
817.2;1.6;3.2;41.0
840.7;1.6;3.2;41.0
1140.8;1.6;3.2;41.0
997.5;1.6;3.2;41.0
929.0;1.6;3.2;41.0
738.9;1.6;3.2;41.0
919.5;1.6;3.2;41.0
795.4;1.6;3.2;41.0
808.4;1.6;3.2;41.0
840.7;1.6;3.2;41.0
808.7;1.6;3.2;41.0
899.2;1.6;3.2;41.0
812.4;1.6;3.2;41.0
1007.8;1.6;3.2;41.0
898.5;1.6;3.2;41.0
951.2;1.6;3.2;41.0
924.1;1.6;3.2;41.0
748.6;1.6;3.2;41.0
799.2;1.6;3.2;41.0
790.7;1.6;3.2;41.0
800.1;1.6;3.2;41.0
789.9;1.6;3.2;41.0
995.7;1.6;3.2;41.0
817.4;1.6;3.2;41.0
936.0;1.6;3.2;41.0
781.8;1.6;3.2;41.0
954.6;1.6;3.2;41.0
1126.0;1.6;3.2;41.0
784.1;1.6;3.2;41.0
819.0;1.6;3.2;41.0
815.9;1.6;3.2;41.0
839.1;1.6;3.2;41.0
914.7;1.6;3.2;41.0
1151.8;1.6;3.2;41.0
768.9;1.6;3.2;41.0
947.2;1.6;3.2;41.0
1026.6;1.6;3.2;41.0
805.7;1.6;3.2;41.0
876.4;1.6;3.2;41.0
899.2;1.6;3.2;41.0
884.6;1.6;3.2;41.0
833.6;1.6;3.2;41.0
835.9;1.6;3.2;41.0
803.8;1.6;3.2;41.0
825.9;1.6;3.2;41.0
804.8;1.6;3.2;41.0
899.2;1.6;3.2;41.0
809.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
794.6;1.6;3.2;41.0
791.9;1.6;3.2;41.0
973.4;1.6;3.2;41.0
850.2;1.6;3.2;41.0
807.4;1.6;3.2;41.0
768.8;1.6;3.2;41.0
899.3;1.6;3.2;41.0
1084.8;1.6;3.2;41.0
793.8;1.6;3.2;41.0
899.2;1.6;3.2;41.0
793.9;1.6;3.2;41.0
813.5;1.6;3.2;41.0
899.2;1.6;3.2;41.0
1210.3;1.6;3.2;41.0
1123.4;1.6;3.2;41.0
899.3;1.6;3.2;41.0
797.0;1.6;3.2;41.0
699.3;1.6;3.2;41.0
799.8;1.6;3.2;41.0
822.0;1.6;3.2;41.0
829.1;1.6;3.2;41.0
797.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
860.7;1.6;3.2;41.0
839.4;1.6;3.2;41.0
771.3;1.6;3.2;41.0
799.3;1.6;3.2;41.0
1003.8;1.6;3.2;41.0
834.7;1.6;3.2;41.0
953.5;1.6;3.2;41.0
1029.7;1.6;3.2;41.0
818.1;1.6;3.2;41.0
880.1;1.6;3.2;41.0
803.1;1.6;3.2;41.0
882.7;1.6;3.2;41.0
832.2;1.6;3.2;41.0
994.2;1.6;3.2;41.0
833.4;1.6;3.2;41.0
800.5;1.6;3.2;41.0
812.9;1.6;3.2;41.0
784.3;1.6;3.2;41.0
693.4;1.6;3.2;41.0
790.5;1.6;3.2;41.0
899.3;1.6;3.2;41.0
848.9;1.6;3.2;41.0
823.2;1.6;3.2;41.0
804.0;1.6;3.2;41.0
818.8;1.6;3.2;41.0
831.8;1.6;3.2;41.0
907.7;1.6;3.2;41.0
949.2;1.6;3.2;41.0
975.8;1.6;3.2;41.0
801.6;1.6;3.2;41.0
802.9;1.6;3.2;41.0
789.6;1.6;3.2;41.0
825.0;1.6;3.2;41.0
899.2;1.6;3.2;41.0
791.6;1.6;3.2;41.0
899.2;1.6;3.2;41.0
869.2;1.6;3.2;41.0
802.3;1.6;3.2;41.0
995.9;1.6;3.2;41.0
810.1;1.6;3.2;41.0
899.2;1.6;3.2;41.0
833.6;1.6;3.2;41.0
991.7;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
935.1;1.6;3.2;41.0
889.9;1.6;3.2;41.0
899.2;1.6;3.2;41.0
820.6;1.6;3.2;41.0
791.7;1.6;3.2;41.0
856.4;1.6;3.2;41.0
792.5;1.6;3.2;41.0
803.6;1.6;3.2;41.0
717.9;1.6;3.2;41.0
899.2;1.6;3.2;41.0
1099.3;1.6;3.2;41.0
814.6;1.6;3.2;41.0
1013.7;1.6;3.2;41.0
899.2;1.6;3.2;41.0
898.6;1.6;3.2;41.0
929.1;1.6;3.2;41.0
1019.7;1.6;3.2;41.0
1000.4;1.6;3.2;41.0
789.3;1.6;3.2;41.0
793.4;1.6;3.2;41.0
811.6;1.6;3.2;41.0
808.1;1.6;3.2;41.0
958.5;1.6;3.2;41.0
809.1;1.6;3.2;41.0
957.3;1.6;3.2;41.0
1020.8;1.6;3.2;41.0
795.3;1.6;3.2;41.0
802.6;1.6;3.2;41.0
788.3;1.6;3.2;41.0
899.3;1.6;3.2;41.0
793.4;1.6;3.2;41.0
899.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
1076.3;1.6;3.2;41.0
969.0;1.6;3.2;41.0
949.1;1.6;3.2;41.0
898.5;1.6;3.2;41.0
880.8;1.6;3.2;41.0
1045.5;1.6;3.2;41.0
829.4;1.6;3.2;41.0
808.6;1.6;3.2;41.0
930.5;1.6;3.2;41.0
1001.2;1.6;3.2;41.0
1099.2;1.6;3.2;41.0
808.5;1.6;3.2;41.0
1000.9;1.6;3.2;41.0
793.6;1.6;3.2;41.0
1036.0;1.6;3.2;41.0
810.6;1.6;3.2;41.0
897.3;1.6;3.2;41.0
804.5;1.6;3.2;41.0
899.3;1.6;3.2;41.0
901.5;1.6;3.2;41.0
807.2;1.6;3.2;41.0
798.1;1.6;3.2;41.0
795.3;1.6;3.2;41.0
897.4;1.6;3.2;41.0
1099.3;1.6;3.2;41.0
801.1;1.6;3.2;41.0
1027.7;1.6;3.2;41.0
824.7;1.6;3.2;41.0
899.4;1.6;3.2;41.0
913.0;1.6;3.2;41.0
699.4;1.6;3.2;41.0
1033.6;1.6;3.2;41.0
838.1;1.6;3.2;41.0
815.5;1.6;3.2;41.0
