cpu;ram;disco;temp
949.3;1.6;3.2;44.0
964.7;1.6;3.2;44.0
922.5;1.6;3.2;44.0
796.0;1.6;3.2;44.0
1696.6;1.6;3.2;44.0
909.5;1.6;3.2;44.0
1047.5;1.6;3.2;44.0
874.7;1.6;3.2;44.0
989.2;1.6;3.2;44.0
836.3;1.6;3.2;45.0
787.6;1.6;3.2;45.0
1149.1;1.6;3.2;45.0
830.0;1.6;3.2;45.0
800.8;1.6;3.2;45.0
814.0;1.6;3.2;45.0
947.4;1.6;3.2;45.0
1021.2;1.6;3.2;46.0
1180.7;1.6;3.2;46.0
1692.5;1.6;3.2;46.0
1874.1;1.6;3.2;46.0
1210.2;1.6;3.2;46.0
1218.2;1.6;3.2;46.0
828.2;1.6;3.2;46.0
913.7;1.6;3.2;46.0
957.0;1.6;3.2;44.0
791.6;1.6;3.2;44.0
899.3;1.6;3.2;44.0
901.1;1.6;3.2;44.0
1034.1;1.6;3.2;44.0
820.6;1.6;3.2;44.0
807.7;1.6;3.2;44.0
1061.8;1.6;3.2;44.0
899.2;1.6;3.2;43.0
865.6;1.6;3.2;43.0
1503.2;1.6;3.2;43.0
1203.2;1.6;3.2;43.0
1384.1;1.6;3.2;43.0
782.7;1.6;3.2;43.0
883.2;1.6;3.2;43.0
791.5;1.6;3.2;44.0
927.5;1.6;3.2;44.0
971.2;1.6;3.2;44.0
1328.7;1.6;3.2;44.0
863.5;1.6;3.2;44.0
1017.1;1.6;3.2;44.0
1696.9;1.6;3.2;44.0
818.5;1.6;3.2;44.0
789.3;1.6;3.2;44.0
1225.9;1.6;3.2;44.0
899.3;1.6;3.2;44.0
784.6;1.6;3.2;44.0
1019.8;1.6;3.2;44.0
1396.7;1.6;3.2;44.0
913.0;1.6;3.2;44.0
875.0;1.6;3.2;44.0
788.9;1.6;3.2;44.0
880.5;1.6;3.2;44.0
879.2;1.6;3.2;44.0
794.5;1.6;3.2;43.0
788.4;1.6;3.2;43.0
798.0;1.6;3.2;43.0
899.3;1.6;3.2;43.0
899.3;1.6;3.2;43.0
899.2;1.6;3.2;43.0
899.3;1.6;3.2;43.0
888.8;1.6;3.2;43.0
767.9;1.6;3.2;43.0
901.0;1.6;3.2;43.0
1010.2;1.6;3.2;43.0
825.5;1.6;3.2;43.0
924.2;1.6;3.2;43.0
763.1;1.6;3.2;43.0
901.9;1.6;3.2;43.0
805.0;1.6;3.2;44.0
880.9;1.6;3.2;44.0
785.0;1.6;3.2;44.0
1266.9;1.6;3.2;44.0
1042.5;1.6;3.2;44.0
1132.4;1.6;3.2;44.0
1233.2;1.6;3.2;44.0
1810.0;1.6;3.2;48.0
1062.4;1.6;3.2;48.0
949.8;1.6;3.2;48.0
838.5;1.6;3.2;48.0
790.2;1.6;3.2;48.0
899.2;1.6;3.2;48.0
697.9;1.6;3.2;48.0
1053.7;1.6;3.2;48.0
845.7;1.6;3.2;45.0
917.5;1.6;3.2;45.0
1527.6;1.6;3.2;45.0
1572.7;1.6;3.2;45.0
832.1;1.6;3.2;45.0
894.0;1.6;3.2;45.0
800.0;1.6;3.2;45.0
982.7;1.6;3.2;45.0
1191.8;1.6;3.2;46.0
816.7;1.6;3.2;46.0
894.4;1.6;3.2;46.0
776.3;1.6;3.2;46.0
706.6;1.6;3.2;46.0
679.0;1.6;3.2;46.0
797.7;1.6;3.2;46.0
786.3;1.6;3.2;46.0
890.2;1.6;3.2;44.0
792.3;1.6;3.2;44.0
799.8;1.6;3.2;44.0
1180.5;1.6;3.2;44.0
800.4;1.6;3.2;44.0
945.9;1.6;3.2;44.0
992.3;1.6;3.2;44.0
891.6;1.6;3.2;44.0
923.4;1.6;3.2;44.0
809.7;1.6;3.2;44.0
884.0;1.6;3.2;44.0
1034.9;1.6;3.2;44.0
793.1;1.6;3.2;44.0
825.6;1.6;3.2;44.0
899.2;1.6;3.2;44.0
894.1;1.6;3.2;44.0
912.1;1.6;3.2;44.0
798.9;1.6;3.2;44.0
1016.0;1.6;3.2;44.0
1735.0;1.6;3.2;44.0
1119.1;1.6;3.2;44.0
807.5;1.6;3.2;44.0
782.5;1.6;3.2;45.0
943.8;1.6;3.2;45.0
811.3;1.6;3.2;45.0
899.3;1.6;3.2;45.0
984.5;1.6;3.2;45.0
880.2;1.6;3.2;45.0
1213.5;1.6;3.2;45.0
1098.5;1.6;3.2;45.0
704.8;1.6;3.2;44.0
776.3;1.6;3.2;44.0
795.0;1.6;3.2;44.0
799.7;1.6;3.2;44.0
804.3;1.6;3.2;44.0
797.1;1.6;3.2;44.0
899.2;1.6;3.2;44.0
949.2;1.6;3.2;43.0
873.0;1.6;3.2;43.0
899.3;1.6;3.2;43.0
899.2;1.6;3.2;43.0
902.8;1.6;3.2;43.0
916.7;1.6;3.2;43.0
806.0;1.6;3.2;43.0
829.3;1.6;3.2;43.0
815.7;1.6;3.2;43.0
597.7;1.6;3.2;43.0
1113.5;1.6;3.2;43.0
898.2;1.6;3.2;43.0
923.9;1.6;3.2;43.0
786.7;1.6;3.2;43.0
811.8;1.6;3.2;43.0
811.1;1.6;3.2;43.0
795.2;1.6;3.2;43.0
899.3;1.6;3.2;43.0
809.5;1.6;3.2;43.0
899.2;1.6;3.2;43.0
899.2;1.6;3.2;43.0
909.5;1.6;3.2;43.0
931.3;1.6;3.2;43.0
899.3;1.6;3.2;43.0
805.2;1.6;3.2;43.0
1003.4;1.6;3.2;43.0
808.9;1.6;3.2;43.0
1001.4;1.6;3.2;43.0
899.3;1.6;3.2;43.0
798.1;1.6;3.2;43.0
899.3;1.6;3.2;43.0
899.3;1.6;3.2;43.0
795.2;1.6;3.2;43.0
827.3;1.6;3.2;43.0
790.0;1.6;3.2;43.0
899.3;1.6;3.2;42.0
787.5;1.6;3.2;42.0
899.3;1.6;3.2;42.0
899.2;1.6;3.2;42.0
727.4;1.6;3.2;42.0
787.4;1.6;3.2;42.0
699.3;1.6;3.2;42.0
812.3;1.6;3.2;42.0
924.3;1.6;3.2;42.0
808.3;1.6;3.2;42.0
796.4;1.6;3.2;42.0
1878.1;1.6;3.2;42.0
840.2;1.6;3.2;42.0
825.2;1.6;3.2;42.0
1186.0;1.6;3.2;44.0
800.8;1.6;3.2;44.0
899.3;1.6;3.2;44.0
789.3;1.6;3.2;44.0
899.3;1.6;3.2;44.0
788.8;1.6;3.2;44.0
791.9;1.6;3.2;44.0
944.1;1.6;3.2;44.0
787.6;1.6;3.2;42.0
801.7;1.6;3.2;42.0
983.2;1.6;3.2;42.0
992.5;1.6;3.2;42.0
793.2;1.6;3.2;42.0
899.3;1.6;3.2;42.0
897.7;1.6;3.2;42.0
966.1;1.6;3.2;42.0
811.1;1.6;3.2;42.0
798.6;1.6;3.2;42.0
898.7;1.6;3.2;42.0
899.3;1.6;3.2;42.0
809.8;1.6;3.2;42.0
1020.4;1.6;3.2;42.0
933.1;1.6;3.2;42.0
809.1;1.6;3.2;42.0
899.3;1.6;3.2;42.0
822.4;1.6;3.2;42.0
1099.3;1.6;3.2;42.0
874.5;1.6;3.2;42.0
899.2;1.6;3.2;42.0
798.6;1.6;3.2;42.0
901.5;1.6;3.2;42.0
801.8;1.6;3.2;42.0
805.3;1.6;3.2;42.0
791.2;1.6;3.2;42.0
810.3;1.6;3.2;42.0
793.8;1.6;3.2;42.0
899.3;1.6;3.2;42.0
802.2;1.6;3.2;42.0
801.1;1.6;3.2;42.0
789.3;1.6;3.2;42.0
801.8;1.6;3.2;42.0
808.0;1.6;3.2;42.0
791.4;1.6;3.2;42.0
816.9;1.6;3.2;42.0
899.2;1.6;3.2;42.0
899.3;1.6;3.2;42.0
901.3;1.6;3.2;42.0
1000.3;1.6;3.2;42.0
990.1;1.6;3.2;42.0
813.4;1.6;3.2;42.0
917.6;1.6;3.2;42.0
791.5;1.6;3.2;42.0
810.4;1.6;3.2;42.0
797.1;1.6;3.2;42.0
899.3;1.6;3.2;42.0
791.7;1.6;3.2;42.0
793.6;1.6;3.2;42.0
899.3;1.6;3.2;42.0
805.1;1.6;3.2;42.0
995.8;1.6;3.2;42.0
933.9;1.6;3.2;42.0
906.0;1.6;3.2;42.0
792.1;1.6;3.2;42.0
791.5;1.6;3.2;42.0
786.1;1.6;3.2;42.0
817.8;1.6;3.2;42.0
790.2;1.6;3.2;42.0
804.2;1.6;3.2;42.0
899.3;1.6;3.2;42.0
899.2;1.6;3.2;42.0
899.2;1.6;3.2;42.0
899.3;1.6;3.2;42.0
789.2;1.6;3.2;42.0
882.6;1.6;3.2;42.0
899.3;1.6;3.2;42.0
810.5;1.6;3.2;42.0
806.7;1.6;3.2;42.0
786.0;1.6;3.2;42.0
899.3;1.6;3.2;42.0
1099.3;1.6;3.2;42.0
899.3;1.6;3.2;42.0
790.7;1.6;3.2;41.0
1226.9;1.6;3.2;41.0
907.1;1.6;3.2;41.0
836.9;1.6;3.2;41.0
1144.3;1.6;3.2;41.0
1026.5;1.6;3.2;41.0
1895.4;1.6;3.2;41.0
1038.5;1.6;3.2;44.0
1016.4;1.6;3.2;44.0
775.3;1.6;3.2;44.0
792.5;1.6;3.2;44.0
872.4;1.6;3.2;44.0
1110.0;1.6;3.2;44.0
1494.8;1.6;3.2;44.0
1047.0;1.6;3.2;43.0
1623.1;1.6;3.2;43.0
1196.1;1.6;3.2;43.0
1084.0;1.6;3.2;43.0
1477.0;1.6;3.2;43.0
1647.6;1.6;3.2;43.0
906.1;1.6;3.2;43.0
869.5;1.6;3.2;43.0
1186.7;1.6;3.2;43.0
808.0;1.6;3.2;43.0
786.1;1.6;3.2;43.0
820.6;1.6;3.2;43.0
790.6;1.6;3.2;43.0
1097.7;1.6;3.2;43.0
1141.9;1.6;3.2;43.0
1790.9;1.6;3.2;46.0
1202.1;1.6;3.2;46.0
781.8;1.6;3.2;46.0
835.0;1.6;3.2;46.0
916.0;1.6;3.2;46.0
699.2;1.6;3.2;46.0
970.5;1.6;3.2;46.0
1046.3;1.6;3.2;43.0
790.9;1.6;3.2;43.0
786.2;1.6;3.2;43.0
899.2;1.6;3.2;43.0
696.8;1.6;3.2;43.0
808.7;1.6;3.2;43.0
895.6;1.6;3.2;43.0
899.3;1.6;3.2;43.0
949.2;1.6;3.2;43.0
791.7;1.6;3.2;43.0
996.0;1.6;3.2;43.0
899.2;1.6;3.2;43.0
949.2;1.6;3.2;43.0
864.2;1.6;3.2;43.0
786.8;1.6;3.2;43.0
885.3;1.6;3.2;43.0
949.2;1.6;3.2;43.0
795.9;1.6;3.2;43.0
943.9;1.6;3.2;43.0
784.0;1.6;3.2;43.0
905.3;1.6;3.2;43.0
765.8;1.6;3.2;42.0
787.9;1.6;3.2;42.0
786.1;1.6;3.2;42.0
799.7;1.6;3.2;42.0
778.3;1.6;3.2;42.0
997.2;1.6;3.2;42.0
793.4;1.6;3.2;42.0
795.7;1.6;3.2;42.0
1174.2;1.6;3.2;43.0
809.8;1.6;3.2;43.0
790.2;1.6;3.2;43.0
963.4;1.6;3.2;43.0
999.1;1.6;3.2;43.0
807.8;1.6;3.2;43.0
792.4;1.6;3.2;43.0
799.6;1.6;3.2;43.0
899.3;1.6;3.2;42.0
1001.6;1.6;3.2;42.0
679.4;1.6;3.2;42.0
911.0;1.6;3.2;42.0
949.2;1.6;3.2;42.0
971.0;1.6;3.2;42.0
995.0;1.6;3.2;42.0
802.6;1.6;3.2;42.0
922.4;1.6;3.2;42.0
898.6;1.6;3.2;42.0
803.1;1.6;3.2;42.0
803.6;1.6;3.2;42.0
788.5;1.6;3.2;42.0
899.2;1.6;3.2;42.0
992.8;1.6;3.2;42.0
1000.0;1.6;3.2;42.0
805.9;1.6;3.2;42.0
825.4;1.6;3.2;42.0
793.9;1.6;3.2;42.0
792.2;1.6;3.2;42.0
899.3;1.6;3.2;42.0
809.5;1.6;3.2;42.0
795.8;1.6;3.2;42.0
805.1;1.6;3.2;42.0
794.0;1.6;3.2;42.0
993.9;1.6;3.2;42.0
899.2;1.6;3.2;42.0
790.9;1.6;3.2;42.0
794.1;1.6;3.2;42.0
803.7;1.6;3.2;42.0
899.3;1.6;3.2;42.0
888.1;1.6;3.2;42.0
788.1;1.6;3.2;42.0
899.3;1.6;3.2;42.0
899.3;1.6;3.2;42.0
898.3;1.6;3.2;42.0
899.3;1.6;3.2;42.0
786.7;1.6;3.2;42.0
816.7;1.6;3.2;42.0
899.3;1.6;3.2;42.0
1024.7;1.6;3.2;42.0
721.8;1.6;3.2;42.0
899.3;1.6;3.2;42.0
899.3;1.6;3.2;42.0
739.8;1.6;3.2;42.0
797.5;1.6;3.2;42.0
791.5;1.6;3.2;42.0
793.4;1.6;3.2;42.0
909.0;1.6;3.2;42.0
799.4;1.6;3.2;42.0
820.8;1.6;3.2;42.0
836.9;1.6;3.2;42.0
743.6;1.6;3.2;42.0
798.6;1.6;3.2;42.0
1034.1;1.6;3.2;42.0
822.8;1.6;3.2;42.0
800.1;1.6;3.2;41.0
897.6;1.6;3.2;41.0
808.0;1.6;3.2;41.0
790.8;1.6;3.2;41.0
796.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
1002.7;1.6;3.2;41.0
899.3;1.6;3.2;41.0
1098.5;1.6;3.2;41.0
872.6;1.6;3.2;41.0
774.0;1.6;3.2;41.0
849.4;1.6;3.2;41.0
787.8;1.6;3.2;41.0
892.2;1.6;3.2;41.0
899.3;1.6;3.2;42.0
899.4;1.6;3.2;42.0
946.1;1.6;3.2;42.0
1012.8;1.6;3.2;42.0
815.4;1.6;3.2;42.0
833.4;1.6;3.2;42.0
783.8;1.6;3.2;42.0
997.9;1.6;3.2;42.0
798.0;1.6;3.2;42.0
802.1;1.6;3.2;42.0
899.2;1.6;3.2;42.0
826.4;1.6;3.2;42.0
927.7;1.6;3.2;42.0
899.3;1.6;3.2;42.0
779.9;1.6;3.2;42.0
713.9;1.6;3.2;42.0
979.1;1.6;3.2;42.0
899.2;1.6;3.2;42.0
896.4;1.6;3.2;42.0
820.9;1.6;3.2;42.0
798.7;1.6;3.2;41.0
899.2;1.6;3.2;41.0
783.3;1.6;3.2;41.0
824.8;1.6;3.2;41.0
1016.6;1.6;3.2;41.0
813.4;1.6;3.2;41.0
793.3;1.6;3.2;42.0
810.8;1.6;3.2;42.0
1006.5;1.6;3.2;42.0
805.6;1.6;3.2;42.0
899.3;1.6;3.2;42.0
899.3;1.6;3.2;42.0
800.3;1.6;3.2;42.0
943.1;1.6;3.2;41.0
899.2;1.6;3.2;41.0
810.8;1.6;3.2;41.0
1032.2;1.6;3.2;41.0
806.5;1.6;3.2;41.0
1013.6;1.6;3.2;41.0
625.4;1.6;3.2;41.0
899.3;1.6;3.2;41.0
801.4;1.6;3.2;41.0
797.0;1.6;3.2;41.0
899.3;1.6;3.2;41.0
713.2;1.6;3.2;41.0
766.3;1.6;3.2;41.0
801.7;1.6;3.2;41.0
808.0;1.6;3.2;41.0
899.2;1.6;3.2;42.0
801.1;1.6;3.2;42.0
807.1;1.6;3.2;42.0
794.2;1.6;3.2;42.0
1089.0;1.6;3.2;42.0
915.5;1.6;3.2;41.0
1016.4;1.6;3.2;41.0
820.1;1.6;3.2;41.0
977.0;1.6;3.2;41.0
899.3;1.6;3.2;41.0
892.5;1.6;3.2;41.0
899.3;1.6;3.2;41.0
814.3;1.6;3.2;41.0
815.6;1.6;3.2;41.0
899.2;1.6;3.2;41.0
1022.4;1.6;3.2;41.0
800.1;1.6;3.2;41.0
951.8;1.6;3.2;41.0
899.2;1.6;3.2;41.0
815.7;1.6;3.2;41.0
712.0;1.6;3.2;41.0
899.3;1.6;3.2;41.0
811.4;1.6;3.2;41.0
699.3;1.6;3.2;41.0
811.6;1.6;3.2;41.0
811.4;1.6;3.2;41.0
953.0;1.6;3.2;41.0
810.0;1.6;3.2;41.0
840.2;1.6;3.2;41.0
788.0;1.6;3.2;41.0
790.5;1.6;3.2;41.0
821.2;1.6;3.2;41.0
899.2;1.6;3.2;41.0
787.5;1.6;3.2;41.0
798.8;1.6;3.2;41.0
699.3;1.6;3.2;41.0
809.2;1.6;3.2;41.0
707.5;1.6;3.2;41.0
814.2;1.6;3.2;41.0
843.4;1.6;3.2;41.0
795.9;1.6;3.2;41.0
929.5;1.6;3.2;41.0
899.3;1.6;3.2;41.0
895.8;1.6;3.2;41.0
832.5;1.6;3.2;41.0
856.8;1.6;3.2;41.0
983.8;1.6;3.2;41.0
812.4;1.6;3.2;41.0
896.2;1.6;3.2;41.0
797.7;1.6;3.2;41.0
783.2;1.6;3.2;41.0
798.6;1.6;3.2;41.0
797.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
797.7;1.6;3.2;41.0
1149.2;1.6;3.2;41.0
932.6;1.6;3.2;41.0
809.9;1.6;3.2;41.0
916.1;1.6;3.2;41.0
899.3;1.6;3.2;41.0
805.3;1.6;3.2;41.0
828.3;1.6;3.2;41.0
825.1;1.6;3.2;41.0
795.7;1.6;3.2;41.0
795.4;1.6;3.2;41.0
899.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
800.6;1.6;3.2;41.0
704.2;1.6;3.2;41.0
793.8;1.6;3.2;41.0
788.3;1.6;3.2;41.0
988.4;1.6;3.2;41.0
813.2;1.6;3.2;41.0
731.8;1.6;3.2;41.0
899.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
716.3;1.6;3.2;41.0
804.6;1.6;3.2;41.0
791.9;1.6;3.2;41.0
1045.1;1.6;3.2;41.0
782.8;1.6;3.2;41.0
928.4;1.6;3.2;41.0
899.3;1.6;3.2;41.0
1019.2;1.6;3.2;41.0
925.2;1.6;3.2;41.0
827.2;1.6;3.2;41.0
813.3;1.6;3.2;41.0
800.4;1.6;3.2;41.0
899.2;1.6;3.2;41.0
796.8;1.6;3.2;41.0
803.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
633.9;1.6;3.2;41.0
794.6;1.6;3.2;41.0
811.7;1.6;3.2;41.0
1098.5;1.6;3.2;41.0
905.4;1.6;3.2;41.0
859.6;1.6;3.2;41.0
933.2;1.6;3.2;41.0
921.0;1.6;3.2;41.0
825.3;1.6;3.2;41.0
793.2;1.6;3.2;41.0
803.0;1.6;3.2;41.0
899.2;1.6;3.2;41.0
899.2;1.6;3.2;41.0
803.2;1.6;3.2;41.0
928.2;1.6;3.2;41.0
808.7;1.6;3.2;41.0
808.4;1.6;3.2;41.0
799.3;1.6;3.2;41.0
996.5;1.6;3.2;41.0
795.2;1.6;3.2;41.0
787.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
1099.3;1.6;3.2;41.0
927.6;1.6;3.2;41.0
901.9;1.6;3.2;41.0
1387.8;1.6;3.2;41.0
757.9;1.6;3.2;41.0
816.7;1.6;3.2;41.0
923.7;1.6;3.2;41.0
828.1;1.6;3.2;41.0
949.2;1.6;3.2;41.0
899.2;1.6;3.2;41.0
785.8;1.6;3.2;41.0
996.7;1.6;3.2;41.0
1298.6;1.6;3.2;41.0
784.1;1.6;3.2;41.0
839.9;1.6;3.2;41.0
899.3;1.6;3.2;41.0
610.9;1.6;3.2;41.0
728.6;1.6;3.2;41.0
785.6;1.6;3.2;41.0
833.6;1.6;3.2;41.0
835.8;1.6;3.2;41.0
854.1;1.6;3.2;41.0
1004.9;1.6;3.2;41.0
891.3;1.6;3.2;41.0
844.6;1.6;3.2;41.0
1000.0;1.6;3.2;41.0
819.0;1.6;3.2;41.0
793.8;1.6;3.2;41.0
1000.6;1.6;3.2;41.0
915.6;1.6;3.2;41.0
935.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
795.6;1.6;3.2;41.0
629.5;1.6;3.2;41.0
799.5;1.6;3.2;41.0
1098.5;1.6;3.2;41.0
742.7;1.6;3.2;41.0
999.2;1.6;3.2;41.0
942.6;1.6;3.2;41.0
1003.7;1.6;3.2;41.0
795.6;1.6;3.2;41.0
816.0;1.6;3.2;41.0
899.2;1.6;3.2;41.0
847.6;1.6;3.2;41.0
899.2;1.6;3.2;41.0
796.9;1.6;3.2;41.0
932.6;1.6;3.2;41.0
908.2;1.6;3.2;41.0
899.3;1.6;3.2;41.0
799.9;1.6;3.2;41.0
899.3;1.6;3.2;41.0
788.7;1.6;3.2;41.0
795.5;1.6;3.2;41.0
681.8;1.6;3.2;41.0
899.3;1.6;3.2;41.0
898.5;1.6;3.2;41.0
851.9;1.6;3.2;41.0
935.6;1.6;3.2;41.0
925.3;1.6;3.2;41.0
803.5;1.6;3.2;41.0
810.7;1.6;3.2;41.0
731.9;1.6;3.2;41.0
912.7;1.6;3.2;41.0
801.7;1.6;3.2;41.0
799.0;1.6;3.2;41.0
806.2;1.6;3.2;41.0
917.7;1.6;3.2;41.0
899.3;1.6;3.2;41.0
810.1;1.6;3.2;41.0
902.3;1.6;3.2;41.0
899.2;1.6;3.2;41.0
783.7;1.6;3.2;41.0
901.0;1.6;3.2;41.0
825.0;1.6;3.2;41.0
827.2;1.6;3.2;41.0
